id,text,label
1351263006378741760,"RT @FootbalIhub: If Lacazette scores 2 against Newcastle tonight we’ll giveaway a brand new PlayStation 5 console! 🎮#PS5

RT, follow &amp; tag…",playstation
1351263005837819905,"forgot I had this one, playing hide and seek in the Goblet #PS4share

https://t.co/D3cQVNHfEs https://t.co/Do9s9lBXbT",playstation
1351263004419973120,RT @Wes__Arnold: I am never going to beat Deep Stone Crypt. EVERY group on PlayStation won't let in a member without any clears. I'm sorry…,playstation
1351263003698749443,"RT @Wario64: AI: The Somnium Files is $23.99 on US PSN https://t.co/EqBHM8GiY0
Zero Escape: The Nonary Games (PS4) $14.99 https://t.co/MuYg…",playstation
1351263002989834240,"@ChelseaBenoliel Eu tenho um PlayStation 3 desde que comprei nunca usei esta guardado.
Não bebo,não fumo e não sou rabo de saia.
Mas tenho um vicio...
Qual seria?!",playstation
1351263001345626112,PlayStation 4からブロードキャストを始めました！ #PS4live (BIOHAZARD RESISTANCE)  live at https://t.co/dfEdNeuZ2g,playstation
1351262994039234562,"ا

https://t.co/FwT7fHbm9d https://t.co/70lhFqnoLL",playstation
1351262993590464517,"#PS4share

https://t.co/Y7YDiNlkwO https://t.co/WqGsCBJ5xt",playstation
1351262990184701957,"#PS4share

https://t.co/m8zdCfbFSg https://t.co/5extY4nMWO",playstation
1351262981699629056,"After so long of trying i found a bug

https://t.co/frjvE3OFO8 https://t.co/kEhy3f9xAI",playstation
1351262978935386113,RT @FoxKingdxm: @Kingdxmgamehub @thegameawards @PlayStation @Sony TO DEATH 😂😂😂. Who knew a jet ski game could be so fun,playstation
1351262971721351171,RT @Kingdxmgamehub: @thegameawards JET MOTO 🤣🤣🤣🤣🤣. We played that game to DEATH @PlayStation @Sony,playstation
1351262969410281474,Check out my broadcast from my PlayStation 4! #PS4live (Fall Guys: Ultimate Knockout)  live at https://t.co/aAsUNyDocA,playstation
1351262966688198658,"#PS4share

https://t.co/LHVdLAfEWV https://t.co/DpTlBBOQT5",playstation
1351262964339388418,@eleny4n Playstation,playstation
1351262960560316423,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/koZguFlha0,playstation
1351262960195403778,"#PS4share

https://t.co/2j1ZgtBHS5 https://t.co/O3pVO2ll8D",playstation
1351262958811136000,"スキャン、ガス、削り全てに感謝 #PS4share

https://t.co/TXSfaZpOwi https://t.co/wqgvZVYLbY",playstation
1351262957703839744,"RT @Sweepsgg: I've teamed up with @KingRichard to give a #PS5 or $500 to one lucky person who retweets this and tags a friend.

You must cl…",playstation
1351262947918696450,"RT @heefnoff: THEY GOT THE ACTORS TO DO IT AGAIN LOL

(Credit to PlayStation Haven) https://t.co/BDwUybzcDl",playstation
1351262943208480769,"#PS4share

https://t.co/PlX8mSdzWd https://t.co/zq9t1cfhYM",playstation
1351262939777560581,Check out my broadcast from my PlayStation 4! #PS4live (Fortnite)  live at https://t.co/dgqWssNQ24,playstation
1351262938250801159,Check out my broadcast from my PlayStation 4! #PS4live (Call of Duty®: Black Ops Cold War)  live at https://t.co/hRPnOkGulv,playstation
1351262937185480706,Check out my broadcast from my PlayStation 4! #PS4live (Grand Theft Auto V)  live at https://t.co/ljGIpDU9Ug,playstation
1351262933251047424,RT @susanowo1029: PlayStation 4からブロードキャストを始めました！ #PS4live (Overwatch: Origins Edition) お試し回 live at https://t.co/4N6LjAi7GD,playstation
1351262919678300160,https://t.co/19IHe72E1h https://t.co/my1xxbEEHP,playstation
1351262917681848320,"#PS4share

https://t.co/xEeWdEUCTO https://t.co/Hwp2xHvXU4",playstation
1351262916532695043,"#Apex_Legend #PS4share 

https://t.co/9I3FSjaXtb https://t.co/W2VDurV2Pw",playstation
1351262914674647040,Check out my broadcast from my PlayStation 4! #PS4live (DiRT Rally 2.0)  live at https://t.co/1FXIeerpDp,playstation
1351262911893811206,Consulter ma diffusion depuis ma PlayStation 4 ! #PS4live (Call of Duty®: Modern Warfare®)  live at https://t.co/z7oiBXEvb0,playstation
1351262899331690497,"RT @VastGG: We're giving a #PS5 or $500 to one lucky winner that retweets this and tags a friend.

You must be following @KingRichard to wi…",playstation
1351262896693497856,"#PS4share

https://t.co/KAe8GMS5Zb https://t.co/zOnz4eFUPV",playstation
1351262895959638019,Sackboy: A Big Adventure - Playstation 5 (NEW)  https://t.co/dy5af0HGSD  - Check out the new addition to Triple V Games!!,playstation
1351262887122243587,Confira minha transmissão do meu PlayStation 4! #PS4live (Fortnite)  live at https://t.co/17DJRYuMuS,playstation
1351262885947686912,PlayStation 4からブロードキャストを始めました！ #PS4live (ストリートファイターV)  live at https://t.co/4mnAqP3wRO,playstation
1351262879715090434,Confira minha transmissão do meu PlayStation 4! #PS4live (RESIDENT EVIL 2)  live at https://t.co/Zqnsd0ZinB,playstation
1351262877827686403,Confira minha transmissão do meu PlayStation 4! #PS4live (Call of Duty®: Black Ops Cold War)  live at https://t.co/nKsZkoh748,playstation
1351262876632113152,"RT @TAKAHIRO_ISIDA: ＃グリードフォール - GreedFall
沼地の生き物 (ブロンズ)
沼の守護者を殺す  https://t.co/JfPdOL9wNV https://t.co/GVHJuTDlCK",playstation
1351262875277471744,"#PS4share

https://t.co/P8JpUYzJIw https://t.co/mSCEMLo4mz",playstation
1351262875239673856,"Toxic cuz that was a difficult  game and we almost choked it

https://t.co/BFsubBbs63 https://t.co/1hNYq3oZfx",playstation
1351262873557852168,Check out my broadcast from my PlayStation 4! #PS4live (God of War® III Remastered)  live at https://t.co/fRfGr9u0Jl,playstation
1351262868344348679,"#PS4share

https://t.co/UzY3aNrFw5 https://t.co/7fOUHQkSyN",playstation
1351262867597774849,¡Echa un vistazo a mi transmisión desde mi PlayStation 4! #PS4live (FIFA 21)  live at https://t.co/esEjS3bU4Y,playstation
1351262867115421697,"RT @geoffkeighley: Found this today - the PlayStation E3 1996 press kit, including a press release announcing the original @CrashBandicoot…",playstation
1351262858806439950,"🎮 PlayStation 5 DualSense Wireless Controller

👉 https://t.co/2toTHdJ5PU

#PlayStation5 #PS5 #playstation",playstation
1351262856730333185,https://t.co/nbDpKefEvG https://t.co/0TnNzeShxB,playstation
1351262854536712193,"@garf_mossy Thanks for the ❤! 

We’ll tweet you on January 21st when the Resident Evil Showcase opens its doors. 

If you own a PS4/PS5, redeem this code in PlayStation Store to get your free PS Avatar! #REShowcase #REVillage https://t.co/dKIyZYaAhd",playstation
1351262854427664385,RT @Ruairidhs_Vlogs: Check out my broadcast from my PlayStation 4! #PS4live (Call of Duty®: Black Ops Cold War)  live at https://t.co/6jmux…,playstation
1351262853995454464,@atomix Dreamcast &gt; PlayStation 5,playstation
1351262850648576004,RT @chatonbrayou: Consulter ma diffusion depuis ma PlayStation 4 ! #PS4live (Assassin's Creed® Valhalla)  live at https://t.co/AgUmiCVGku,playstation
1351262849105088513,Check out my broadcast from my PlayStation 4! #PS4live (Fortnite)  live at https://t.co/YZSz1MSFjp,playstation
1351262847104385024,Check out my broadcast from my PlayStation 4! #PS4live (NBA 2K20)  live at https://t.co/mmTakw0Ejp,playstation
1351262836522147845,"Idk how to play this game but i won a match and now am happy

https://t.co/NsRYW95E1i https://t.co/fIBYxFP6nr",playstation
1351262830578712579,ソニー・コンピュータエンタテインメント の PlayStation Vita Wi-Fiモデル ブラック (PCH-2000ZA11) を Amazon でチェック！ https://t.co/MvBkSDpM5q,playstation
1351262822991335430,"Good ol' 6m #PS4share

https://t.co/zY6LQ4BMmJ https://t.co/P5zv9VMfha",playstation
1351262818885013506,"RT @MirageBomber: レイス銃以外透明なってた #PS4share

https://t.co/5dPzMtbikG https://t.co/HlIqOirwl9",playstation
1351262809699434496,"Path to a TOD #fgc #FighterZ #FGC #DBZ #PS4share

https://t.co/OLfW5EeFJ1 https://t.co/jNZBWMAwgb",playstation
1351262807396761602,"マジックシリンダーからの奈落の落とし穴　#Apex #ApexLegends #エーペックス　#エペ　#遊戯王　 #PS4share

https://t.co/s05CeYZvfg https://t.co/UXai01rTpH",playstation
1351262799733923842,just here to let y’all know that skz has a playstation 5 yet they still can’t buy real curtains https://t.co/p04L54ToYR,playstation
1351262797666136065,"#PS4share

https://t.co/S9pNFS6Bdd https://t.co/2I9jPU3DHC",playstation
1351262791794122759,Check out my broadcast from my PlayStation 4! #PS4live (FIFA 21)  live at https://t.co/u60BeMyE9a,playstation
1351262790565158913,PlayStation need this. tired holdin the blunt between my fingers. https://t.co/nSVOHkBLpD,playstation
1351262784521170950,"RT @vader007br: Marvel's SpiderMan

🔖:#SpiderManPS4 #Marvel #MCU #Playstation #VirtualPhotography #Sony #Ksnapshots #SpideyVP https://t.co/…",playstation
1351262781304152078,RT @LLukez_: Check out my broadcast from my PlayStation 4! #PS4live (Call of Duty®: Modern Warfare®)  live at https://t.co/14IKIWwjhS,playstation
1351262776895926275,"RT @yumColdwater: Zarya my favorite tank 

https://t.co/qUkbLousD9 https://t.co/aI4zNK6tZw",playstation
1351262776488984576,Check out my broadcast from my PlayStation 4! #PS4live (Call of Duty®: Black Ops Cold War)  live at https://t.co/2CPtwD9U5l,playstation
1351262774605713408,"味方の命と引き換えの3タテ

https://t.co/plJ7kaTWG2 https://t.co/N9bnK5M886",playstation
1351262771984420865,"#PS4share

https://t.co/SrFXpyXJlM https://t.co/vUeVr3ydGR",playstation
1351262764912816128,"@Wentzducks Thanks for the ❤! 

We’ll tweet you on January 21st when the Resident Evil Showcase opens its doors. 

If you own a PS4/PS5, redeem this code in PlayStation Store to get your free PS Avatar! #REShowcase #REVillage https://t.co/pg4cPaG0GG",playstation
1351262764182990848,RT @AmgMedikal: I de use PlayStation 4 boss 😊,playstation
1351262762962456582,Check out my broadcast from my PlayStation 4! #PS4live (Call of Duty®: Modern Warfare®)  live at https://t.co/0TAjhBNnfF,playstation
1351262760789811200,@GaminGuardian1 @KochMedia_es @ShutenDoji11 mi plataforma es PlayStation 4.,playstation
1351262759523131401,"New fav Build is FIRE #NTBss #NAMG #Combo'D

https://t.co/RzKBNfDqEq https://t.co/hhenYGAYkp",playstation
1351262746684354560,RT @trexnipples69: Check out my broadcast from my PlayStation 4! #PS4live (Call of Duty®: Black Ops Cold War)  live at https://t.co/LwRxHbH…,playstation
1351262745530925057,Sieh dir meine Übertragung von meiner PlayStation 4 an! #PS4live (Assassin's Creed® Valhalla)  live at https://t.co/pa8AA6MOVZ,playstation
1351262741550555140,"Hit this to win the game!

https://t.co/O1D4LGfKeN https://t.co/9UpGNw7vLW",playstation
1351262740028018689,¡Echa un vistazo a mi transmisión desde mi PlayStation 4! #PS4live (Yakuza: Like A Dragon)  live at https://t.co/MMj5deLg1S,playstation
1351262733619109888,RT @elneny: ¡Echa un vistazo a mi transmisión desde mi PlayStation 4! #PS4live (Call of Duty®: Modern Warfare®)  live at https://t.co/yKMHl…,playstation
1351262731303866371,"#PS4share

https://t.co/UzY3aNrFw5 https://t.co/RO1Rc8aNL2",playstation
1351262727533166595,"#PS4share

https://t.co/H32dqPPq3L https://t.co/cv0UYVbKda",playstation
1351262725092077570,Check out my broadcast from my PlayStation 4! #PS4live (Fortnite)  live at https://t.co/SlW7jFS43B,playstation
1351262724752240642,Bro playstation really banned my name!! Whats wrong with GapingAsWhole???!!!,playstation
1351262717668184064,"@macdm82 Thanks for the ❤! 

We’ll tweet you on January 21st when the Resident Evil Showcase opens its doors. 

If you own a PS4/PS5, redeem this code in PlayStation Store to get your free PS Avatar! #REShowcase #REVillage https://t.co/Yr45coXHVw",playstation
1351262712752451585,Check out my broadcast from my PlayStation 4! #PS4live (Wreckfest)  live at https://t.co/xRCwBb1PRx,playstation
1351262711632572417,"RT @kotecinho: PlayStation Explosion

las cosas de Pierre Roussel https://t.co/xgqW2l0Hz5",playstation
1351262710646784002,"#PS4share　#Apex
ほらいぞん対空しました

https://t.co/02pFXPpNXJ https://t.co/Ek6ofTLJTP",playstation
1351262710562869249,"序盤調子悪かったけど、ラストナイスチャンピオン

https://t.co/1BqpdlBZrL https://t.co/qoffcrWY0u",playstation
1351262709929676801,RT @LeRiitall: Consulter ma diffusion depuis ma PlayStation 4 ! #PS4live (Call of Duty®: Black Ops Cold War)  live at https://t.co/TmwnIKlg…,playstation
1351262709795475459,"@SatansEros Thanks for the ❤! 

We’ll tweet you on January 21st when the Resident Evil Showcase opens its doors. 

If you own a PS4/PS5, redeem this code in PlayStation Store to get your free PS Avatar! #REShowcase #REVillage https://t.co/1mOgngq1Zl",playstation
1351262703172595714,https://t.co/UEMqnEDnTW https://t.co/vAOuMZiyzf,playstation
1351262700374994951,me looking at my friends list on playstation and feeling immense envy of everyone with the ps5 icon,playstation
1351262698667966464,"#PS4share

https://t.co/PtVST6qTIa https://t.co/czaKdJDK58",playstation
1351262697497747456,"Based on stock coming through there should be an Amazon UK #PS5 restock this week. Keep checking - 

DISK - https://t.co/DrCRK2zLgr
DIGITAL - https://t.co/gny8g4kK62

#PS5  #PS5Launch #ps5restock #ps5preorder #PlayStation5  #ps5ukstock #ps5uk #ps5preorderuk",playstation
1351262694687580161,"Frown

https://t.co/pWz9Xt5fT5 https://t.co/Pvqk1MuFpx",playstation
1351262692158414853,"The latest news in console technology

All the latest console updates from @Xbox, @PlayStation &amp; @NintendoAmerica, here and at Console Chat's website.

https://t.co/jyKQI0fScu",playstation
1351262691101351936,"RT @RideonT2: こんにちは！
本日より、PlayStation4対応版「マーセナリーズブレイズ」が配信開始しました！
PS4版大変お待たせいたしましたーー！
https://t.co/Vwbsfh391c https://t.co/XoR7S9Xq3g",playstation
1351262690988052480,"サプライシップは遊園地、このバグなんやねん笑

https://t.co/qC6z2STxel https://t.co/44xoDcVLXz",playstation
1351262689243389958,"RT @LeshaSmit: Когда занят важными делами #PS4share

https://t.co/2WRglt1kNA https://t.co/tqnDfjiZFj",playstation
1351262687393669121,"#PS4share

https://t.co/Gf3CFhMkYG https://t.co/K31gOyHiw3",playstation
1351262686479171584,"シーラ

https://t.co/v71THIV9Aw https://t.co/6QlA8ZccFi",playstation
1351262685527044096,@SkarredGhost @UploadVR Chipped my high-school best friend’s original PlayStation expressly so that he could play Densha de Go! on it. I’ll have to let him know about this. https://t.co/c0SchCrqrL!,playstation
1351262684457660417,"giveaway🤑
price: Playstation 5 Gift Card
click here: https://t.co/oZyuCUBCFm",playstation
1351262677058940929,"@Madsperfection Thanks for the ❤! 

We’ll tweet you on January 21st when the Resident Evil Showcase opens its doors. 

If you own a PS4/PS5, redeem this code in PlayStation Store to get your free PS Avatar! #REShowcase #REVillage https://t.co/8OkrIvxRhe",playstation
1351262674718437376,Consulter ma diffusion depuis ma PlayStation 4 ! #PS4live (Grand Theft Auto V)  live at https://t.co/wwlaXNjGq7,playstation
1351262665956597771,Check out my broadcast from my PlayStation 4! #PS4live (Overwatch: Origins Edition)  live at https://t.co/EWsozlnGzC,playstation
1351262662265622531,"RT @WindowsManTv: Wait for it....

#BattlefieldV

https://t.co/GKTNQMSix2 https://t.co/y7Beyo5SKq",playstation
1351262658713034758,"Yes, I’m far, but nothing stop me to destroy you with the R99 #PS4share #ApexLegends

https://t.co/RV963oZjMF https://t.co/5nBCxka4uF",playstation
1351262658541064192,"@Realsaman25 Thanks for the ❤! 

We’ll tweet you on January 21st when the Resident Evil Showcase opens its doors. 

If you own a PS4/PS5, redeem this code in PlayStation Store to get your free PS Avatar! #REShowcase #REVillage https://t.co/afF5yTQ1fp",playstation
1351262655571521536,"#PS4share

https://t.co/rt0rBGcwbX https://t.co/PNhsHg46le",playstation
1351262651226189826,"RT @TabbThePug: P A I N

https://t.co/LRvTWOKFf5 https://t.co/KoZYrTec33",playstation
1351262646335643652,"RT @OTAKUPLAYER14: #PS4share

https://t.co/frbArQPfvx https://t.co/anFFuv4hPb",playstation
1351262643848405001,Just had a exquisite Michelin Star worthy shit while talking to my buddy @PS5Slappa on the PS5 headset hahaha...You're all welcome for the TMI 😂😂😂😂💩💩💩 #Shit #Poo #TMI #TooMuchInformation #Gamer #Playstation #Playstation5 #PS5 https://t.co/T02qJ5mgn9,playstation
1351262643055517697,Check out my broadcast from my PlayStation 4! #PS4live (HITMAN™ 2)  live at https://t.co/jgAmV4TR4H,playstation
1351262628803469315,"#PS4share

https://t.co/A9i3HSziLD https://t.co/Kiq6FaC52t",playstation
1351262624936325125,I think the same thing when I see the Playstation bootup screen. https://t.co/7L0BxBpiza,playstation
1351262622734188545,"！！！？？？ #PS4share

https://t.co/SvHs3RW7zI https://t.co/A2UJTWc4vK",playstation
1351262616157519873,"おまけの99 #PS4share

https://t.co/wcvjkk2u4B https://t.co/rXXklTS9wf",playstation
1351262609157210115,"RT @THQNordicJapan: 【3/2発売】さらなるトラック！新たな世界！友だちと一緒にマルチプレイヤーモードで遊ぼう！

モンスタートラックレース
『Monster Jam Steel Titans 2』予約受付中!

PS4⇛https://t.co/X7uqgk…",playstation
1351262608033263616,"Bobby deus #PS4share

https://t.co/Ial5fYb0ru https://t.co/p5Rf2FaYeZ",playstation
1351262607316049926,Check out my broadcast from my PlayStation 4! #PS4live (Destiny 2)  live at https://t.co/8E0ykWtEqE,playstation
1351262602958172165,"Live now https://t.co/Rdc4NpL2ST playing more The last of us :)

#gaming #gamer #streamer  #twitchaffiliate #smallstreamer #smallstreamers #twitch #twitchstream #twitchstreamer #thelastofus #thelastofuspart1 #playstation #playstation4 #ps4 #consolegaming  #SmallStreamersCommunity",playstation
1351262601963978752,"有能子分がつええんだわ

https://t.co/buoxwgomtR https://t.co/Qxk2oIEGnV",playstation
1351262599602720776,"RT @elisa_art93: ""I would do it all over again""

@Naughty_Dog @PlayStation @PlayStationIT #TheLastofUsPartII #TheLastofUsPart2 #TheLastOfUs…",playstation
1351262599166496771,"Major gohan vs cell vibes there. #PS4share

https://t.co/Mz02yKvpxx https://t.co/vH8Niiky0p",playstation
1351262587783024640,"#PS4share

https://t.co/qyT3hF92ed https://t.co/UQ51L85biZ",playstation
1351262581869182976,"PlayStation® VR WORLDS
Statuesque (BRONZE)
#PlayStationTrophy #PS5Share, #PlayStation®VRWORLDS https://t.co/K1QE8Gnct9",playstation
1351262580065624065,"PS5 Media Remote back in stock at Amazon UK - 

https://t.co/p4qvzoIJxb

#PS5  #PS5Launch #ps5restock #ps5preorder #PlayStation5  #ps5ukstock #ps5uk #ps5preorderuk",playstation
1351262575426678784,¡Echa un vistazo a mi transmisión desde mi PlayStation 4! #PS4live (Sniper Elite 4)  live at https://t.co/1w4AVrNvu8,playstation
1351262570141933570,¡Echa un vistazo a mi transmisión desde mi PlayStation 4! #PS4live (Call of Duty®: Modern Warfare®)  live at https://t.co/B2UlgrFHju,playstation
1351262569324040196,"RT @BT_BlackThunder: 5 GENERATIONS OF GREATNESS!

PlayStation #PlayStation PlayStation 2 #Playstation2
PlayStation 3 #PlayStation3
PlayStat…",playstation
1351262566400417792,Check out my broadcast from my PlayStation 4! #PS4live (Fortnite)  live at https://t.co/AEOzAdUtbR,playstation
1351262565461069825,"@AskPlayStation Unfortunatly it didn’t. It seems to be a known issue around the web that could only be solved by an update from either @PlayStation or @Samsung. Not sure who or how, but knowing it works on Xbox I don’t think it can be a big problem on the PS5.",playstation
1351262561858043904,"After figuring out where the last statues were, the temple starts crumbling around us! But we've got time for ONE more fight, right? #letsplay #wildarms #playstation1 #playstation #jrpg #sony #anime #rpg 
https://t.co/JbiV4uMWsw",playstation
1351262561702842368,"RT @MakoModding: ⚡SORTEO Consola PlayStation 2⁵⚡
-PS2 Slim customizada chachi-

Para participar:

-Sígueme: @MakoModding 
- Da Like ❤️ y RT…",playstation
1351262556405465089,"#PS4share

https://t.co/ksJ8GUOx5R https://t.co/RLa70BxFdC",playstation
1351262552508952576,"RT @PlayStation_jp: 『Empire of Sin　エンパイア・オブ・シン』で新たに4人のボスを公開！
それぞれの生い立ちや強力な能力とともに、襲撃・強奪・経営といった暗黒街を支配するために必要なゲームの流れもチェック！

詳しくはこちら⇒ https://t…",playstation
1351262548256030720,"Rock that Shit! 🤟 https://t.co/MgfStAD0Hy
#facebookgaming #twitch #playstation #ps4 #ps5 #live #livestream #games #followme #battleroyale #game #videogame #streamer #stream #meme #gaming #skill #noskill #fun #funny #memes #yooobanaaaa #clgn #clgnsquad #stromno",playstation
1351262533584228352,"#PS4share

https://t.co/wmhQ2DHSLm https://t.co/i46GjZhnAd",playstation
1351262530098745344,"キル出来るようになってくると楽し
 #PS4share

https://t.co/6Qyffr4kf7 https://t.co/HG3sotA0wM",playstation
1351262527141933056,@REDbySFR Ma fille de 13 ans a été victime d’arnaque depuis sa ligne mobile pour des achats de forfait PlayStation pour plus de 130€ .... la seule réponse de REd nous y sommes pour rien ... il fallait cocher les bonne options🤔 c encore ça la politique commerciale de SFR,playstation
1351262526026215424,"قلب نقار الخشب #PS4share

https://t.co/9Iyec5NTUg https://t.co/gJxHlDkmZz",playstation
1351262524499496960,@eddyderisio O MELHOR DE TODOS OS PLAYSTATION,playstation
1351262520946921474,RT @Jxsh_Clarke: Check out my broadcast from my PlayStation 4! #PS4live (FIFA 21)  live at https://t.co/HgZvESeVfR,playstation
1351262518598119434,Consulter ma diffusion depuis ma PlayStation 4 ! #PS4live (STAR WARS™ Battlefront™ II)  live at https://t.co/k62sjbPEyo,playstation
1351262513074221058,¡Echa un vistazo a mi transmisión desde mi PlayStation 4! #PS4live (Call of Duty®: Black Ops Cold War)  live at https://t.co/UIg3yXYnTN,playstation
1351262511249698819,"RT @Aceworldgamepod: What made MGS the coolest stealth game ever?

Let's dicuss...!

https://t.co/AlP9v333IC

#MetalGearSolid #HideoKojima…",playstation
1351262508825382913,Check out my broadcast from my PlayStation 4! #PS4live (FIFA 21)  live at https://t.co/HgZvESeVfR,playstation
1351262505725689858,"#PS4share

https://t.co/fsRQ2zuaG2 https://t.co/6OdqYt3tkl",playstation
1351262503595073540,"RT @JayDubcity16: Im see Xbots wet their panties for in-engine tech demo screenshots, but heavily downplay full next gen games on PlayStati…",playstation
1351262500583571459,@_Dixou Va sur internet met quel est le numéro de PlayStation,playstation
1351262496179580928,"Fist fighting randoms omega luls #PS4share

https://t.co/jdinsozxnq https://t.co/veIegfjqMb",playstation
1351262495948865537,RT @GermanStrands: Would you play The Order 1887 (Sequel) for PlayStation 5? #PS5 https://t.co/jf972C5Rg5,playstation
1351262495269400577,"RT @Aceworldgamepod: Who was your favourite? 🎮

Videogame retrospectives every Tuesday 🎙️
https://t.co/aMH8mJ3u4K

#JakandDaxter #SlyCooper…",playstation
1351262491398045698,@TheOnlyMob @EyesoCommunity playstation?,playstation
1351262484976558080,"#PS4share

https://t.co/ERan8MjDjx https://t.co/qyjEkrfxe1",playstation
1351262479746265088,Controlla le trasmissioni dalla mia PlayStation 4! #PS4live (Assassin's Creed® Odyssey)  live at https://t.co/Gw4kGn0gCz,playstation
1351262478676733953,Check out my broadcast from my PlayStation 4! #PS4live (Call of Duty®: Modern Warfare®)  live at https://t.co/exLg82bHZr,playstation
1351262476386578440,RT @2Guy4: @SLAMftw @SLAMonline @PlayStation you got 48 hrs,playstation
1351262472162975749,"@WilliamjCastil4 Thanks for the ❤! 

We’ll tweet you on January 21st when the Resident Evil Showcase opens its doors. 

If you own a PS4/PS5, redeem this code in PlayStation Store to get your free PS Avatar! #REShowcase #REVillage https://t.co/hJDzGRbCLe",playstation
1351262471714029568,"#PS4share＃apex#エーペックス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　初動負けたら犬食う

https://t.co/GMulQekdv7 https://t.co/XNcVKXmQAX",playstation
1351262453221347329,"RT @Ritsuoritsu10: 7days to die介錯もんたーじゅ＃1　ふぁぼりつお願いします！ #PS4share

https://t.co/3njy12iXvX https://t.co/vwyG0I0g3Y",playstation
1351262451346632709,RT @IdirSso: Consulter ma diffusion depuis ma PlayStation 4 ! #PS4live (Call of Duty®: Modern Warfare®)  live at https://t.co/spb3DOIond,playstation
1351262449975111683,"@GalaxyRacerDxb @AboFlah_1 يارب افوز يارب ارزقني playstation 5
يارب ارزقني playstation 5
يارب ارزقني playstation 5
يارب ارزقني playstation 5
يارب ارزقني playstation 5
يارب ارزقني playstation 5
يارب ارزقني playstation 5
يارب ارزقني playstation 5
يارب ارزقني playstation 5
قولو امين الله يطول في عمركم",playstation
1351262438163951617,Check out my broadcast from my PlayStation 4! #PS4live (Call of Duty®: Modern Warfare®)  live at https://t.co/14IKIWwjhS,playstation
